,content,individual,groups,religion/creed,race/ethnicity,politics
4630,trông khít lỗ đít 🤦‍♀️,2,2,0,0,0
4631,ha ha : 9 ),0,0,0,0,0
4632,phuong thuy hiếu dại,3,0,0,0,0
4633,ôi cát mẹt,3,0,0,0,0
4634,"bọn đấy nguỵ biện mà , trị nhắm yếu tập trung đó . vd : bảo đi biểu tình tiền đi đạp thằng đàn áp bắt bọn tiền đó . bảo đất kìa đạp đi ỉa dội góp xây dựng đất góp lương nó .",3,3,0,0,0
4635,gái trinh đinh đứng xững,2,2,0,0,0
4636,lật lật bánh tráng trời hôm bữa bợ đít lắm,1,0,0,0,0
4637,chúc rọi béo 20-10 vui vẻ,1,1,0,0,0
4638,nghe thằng admin dân bắc . nó ngửi đít miền nam tức,3,0,0,3,0
4639,sy nguyen flycam,1,0,0,0,0
4640,đm hình lựa lựa ảnh hãm lồn thật ...,0,0,0,0,0
4641,thắm mồm thối,3,0,0,0,0
4642,"công lý địt mẹ mày à , công lý xử doanh nghiệp dân sai kệ mẹ = ) ) ) bố mày đéo uống thp chó mày cắn xã hội loạn mẹ mày : ) ) mày phạm tội xong mày kêu mày nghèo , mù chữ đéo luật mày vô tội thằng ngu , mày bảo tống tiền đi : ) )",3,0,0,0,0
4643,"đm , đéo đầu đó , sánh chó nhục chó",3,0,0,0,0
4644,qua đấy đừng dạng háng chờ team gánh abe giấu bé 3,1,1,0,0,0
4645,hôm tiểu sống chết cặc rọi béo,3,0,0,0,0
4646,xấu vãi lồn,0,0,0,0,0
4647,đồ dở hơi,2,0,0,0,0
4648,"làm chủ tịch thành phố sao , cháu tiểu học",2,2,0,0,2
4649,"bên đợi chết bệnh cúm quan tâm , đeo khẩu trang kỳ thị",1,0,0,0,0
4650,elipsport trịnh đức nghèo ...: ) ),1,0,0,0,0
4651,yêu rọi béo 3000,1,0,0,0,0
4652,style hư dây kéo,1,0,0,0,0
4653,nguyễn đức ánh khôn m .,3,3,0,0,0
4654,"chị oiem member chi lắm , tâm du chi chi",1,1,0,0,0
4655,huy lê t chữ đụ = ] ] mắt hoa ?,2,2,0,0,0
4656,nguyễn tài coi cặc bao nhiêu,3,0,0,0,0
4657,hàng giả vi phạm pháp luật,2,0,0,0,0
4658,"khi đam mê trở mệt mỏi vấn đề tiền bạc , gánh",1,1,0,0,0
4659,lạy thím . đuôi .garena.vn sợ wed giả .,1,1,0,0,0
4660,"bố mày bảo , nhục chó , đàn đàn ang mẹ đi chất , sợ lồn = ) )",3,0,0,0,0
4661,tinh trùng khuyết tật cã bè lũ tham quan bé thằn bố cháu,3,3,0,0,3
4662,"địt mẹ . ông gửi hộp quẹt zippo 100 đô . lúc hàng hộp ko , hộp quẹt bọn luộc",1,3,0,0,0
4663,chị giàu cc chả đúng ..,3,0,0,0,0
4664,sống chậm đi bro 🤓,1,1,0,0,0
4665,nta xạo lồn kệ mẹ đi . nghe vui vui giải trí r . còn khẩu nghiệp lri tội cháu,2,2,0,0,0
4666,"tao phản đối bọn que indonesia nha , tao đẹp chai đoản hậu , lộn phúc hậu kia quất cặp môi hai miếng thịt trâu thao",3,0,0,0,0
4667,ad chẳng cặc rồi . tiền thuế cno ' admin tiền cúng tụi giang hồ,2,2,0,0,0
4668,luke nguyễn 88 bảng mặt lông lồn ngọc trinh ha ha,3,0,0,0,0
4669,vinh nguyễn văn c.i sinh bé 2 tuần,1,0,0,0,0
4670,dô di mây ngon lâm ma,3,0,0,0,0
4671,mất mẹ fan cứng mặc tương tác đen vãi lồn,2,2,0,0,0
4672,"ở xứ đứng chửi tổng thống chả , dân chủ sự , phạt nội dung lòi mặt dân chủ giả hiệu .",1,0,0,3,0
4673,nghĩ chán,1,1,0,0,0
4674,đậu xanh ..,1,1,0,0,0
4675,không phải tụi nó sợ mà tụi nó thù dai . vì tụi nó là lũ sức sinh .,3,3,0,0,0
4676,khóc mắt,0,0,0,0,0
4677,đời hạnh phúc trọn vẹn,1,0,0,0,0
4678,tự ngôn luận hả trái mấy mẹ mấy mẹ nhảy đành đạch ... học ta kìa học tiếp thu kiến kiến bất đồng phát triển ... bọn mày xíu bu chửi kia dư luận viên ... bôi bọn mày,1,0,0,0,0
4679, panda thái,1,0,0,0,0
4680,@ kỹ năng sinh tồn ngáo đá hả bao nhiêu chửi ta,3,0,0,0,0
4681,đồn kiến thớt.thằng tống tiền đích mẹ thực chứ.cho tù hộ : ) ),2,0,0,0,0
4682,nhìn chi quý khoái !,1,1,0,0,0
4683,chúng mày đốt đi kệ mẹ mày,2,2,0,0,0
4684,"face nhau , sủa block thắc mắc gì ? muốn tham gia đi học tiếng đi ha cháu ngoan bh !",3,0,0,0,0
4685,hợp lý kkkk,1,1,0,0,0
4686,tao rồi !,1,0,0,0,0
4687,"ad update tình hình chậm , ta rồi .",1,1,0,0,0
4688,thủng rồi,1,1,0,0,0
4689,sinh vạch đích đối nỗ lực đơn giản sinh vạch đua,1,0,0,0,0
4690,gen hài hước phùng xịn xò,1,0,0,0,0
4691,chán tả : ) ),1,1,0,0,0
4692,tặng bò học tập theo ...🤣🤣,0,3,0,0,0
4693,23:10 tao mê khúc,1,1,0,0,0
4694,"không mấy khu vực đi thằng mày , cặc đc , thông minh thâm thuý à : ) )",2,0,0,0,0
4695,ghép chó,0,0,0,0,0
4696,kệ mẹ thầy,3,0,0,0,0
4697,trăm kiều kiều . đu mỹ xao lồn,1,0,0,0,0
4698,còn linh thơ,1,1,0,0,0
4699,thầy tết ghé coi \ .,1,1,0,0,0
4700,tư giãy chết mày dám mõm đảng đi,0,3,0,3,3
4701,minh thông thể kiêng bú cu thể bớt cười,3,3,0,0,0
4702,"thấy trai đẹp mệt : ) ) hèn chi tiền nét trời , sợ người , sở trai đẹp dây",1,0,0,0,0
4703,ở rẻ tâm hồn . sủa cặc,2,0,0,0,0
4704,me too : ) ) ),1,1,0,0,0
4705,cố cố thi : ( (,1,1,0,0,0
4706,tùng sói thương sợ,1,1,0,0,0
4707,bọn dân trí toàn trăm trăm chửi mẹ nhung lí trí bọn du máy bây mầm bệnh : ) ) ) ngu xuẩn thật : ) ),3,3,0,0,0
4708,đâu bọn óc vật,3,3,0,0,0
4709,vừa comment triệu hồi comment hehe,1,0,0,0,0
4710,tình yêu vĩnh cửu,1,1,0,0,0
4711,gặp máy ninja né luôn . đi tắc đường mụ đi đường rẻ mua hoa xi nhê gì . tức đéo ak .,1,0,0,0,0
4712,"hải yến nhìn , đéo bắt",2,0,0,0,0
4713,chỉ có ngu dốt bền khoe,3,3,0,0,0
4714,hằng thanh vãi lồn lồn hoa đéo hoa,2,0,0,0,0
4715,nói khùng,3,0,0,0,0
4716,"@ ngoc quynh nhu nguyen thằng lồn đĩ mẹ mày dạy mày mày dựng lồn khác , tao nội mày mày lôi tao vào . từ đầu tao lôi đĩ mẹ mày",3,3,0,0,0
4717,mù mắt,1,1,0,0,0
4718,bố tổ sư . súng bắn trúng . để tao bắn phát chẳng lòi phèo ra . cạn,3,3,0,0,0
4719,phạm xuân huy bé sa phiên độ tày : ) ) ),1,0,0,0,0
4720,"nguyễn thanh mai trúc cười mày , tập trung chuyên môn = ) ) )",2,2,0,0,0
4721,"quốc sư trần dần đổi màu cộng sảng việt nam ! ông nghĩa cờ vàng que , quân cờ mỹ thôi . độc đảng ! mỹ xoá ván cờ rơi vnch ráng ! chuẩn ! kkkkkk",0,3,0,2,1
4722,"mụ đấy , ơn đoảng , phủ mụ hốt vụ hời , tiền thằng quý tử sa đoạ , mua biệt thự xứ giãy chết , mụ hạ cánh an toàn đu boeing giải phóng mỹ .",3,3,0,1,2
4723,ki thị bọn bê đi bọn ki thị được .,3,3,0,0,0
4724,chuyển phòng tạm giam đỡ ngột ngạt = ) ),1,0,0,0,0
4725,đơn phương nguyện âm thầm : ) ) ) ) gán đi đụ mẹ mài mi,1,0,0,0,0
4726,bố mày đéo sợ,2,0,0,0,0
4727,quần què,1,0,0,0,0
4728,oder iphone 11,1,1,0,0,0
4729,cho,0,1,0,0,0
4730,mình bê đi,2,2,0,0,0
4731,xuống kim cương abe,1,0,0,0,0
4732,mặt kinh,2,0,0,0,0
4733,cuop,0,0,0,0,0
4734,chất vãi lồn ưii,2,2,0,0,0
4735,yêu thầy,1,0,0,0,0
4736,nghĩa le sân suy hả mẹ ?? không coi cút xéo đi,2,0,0,0,0
4737,nếu lân cười sợ trần dần diễn hài,1,0,0,0,0
4738,mai anh tuân sủa mẹ mày,3,0,0,0,0
4739,có góp gạo hợp tác,1,1,0,0,0
4740,ba choi da bi hoang tuong,3,0,0,0,0
4741,u môi gì ?,0,0,0,0,0
4742,.,0,0,0,0,0
4743,cách phân biệt thằng ngu gà vi thầy,3,0,0,0,0
4744,chac chan coronaviruswuhan di thi the gioi se khong de yen trung cong .,0,0,0,3,0
4745,clm : ) ) ) ) ) trí xuân,2,2,0,0,0
4746,dũng 2 khoá : t,1,1,0,0,0
4747,mệt mỏi ...,1,1,0,0,0
4748,cao lãnh làyy,1,1,0,0,0
4749,"sân bây long thành thiết kế 2 đường băng , đường tham nhũng 16 tỷ usd.vậy thắc mắc .",0,0,0,0,0
4750,liên quan mỹ bảo vệ vn ?????? câu mỹ bảo vệ que nhe,0,3,0,1,0
4751,"cần tâm sự , ván pubg đi ngủ chuẩn đón chờ mai khoẻ khoắn",1,1,0,0,0
4752,ông dần vẹt ! không thoát covi19 dám việt nam - hài ghê !,3,0,0,0,0
4753,nguyễn châu gia bảo mệt ngu nổi,3,0,0,0,0
4754,tưởng đc.hoá thâtj.hihi.sbtc vô địch,1,0,0,0,0
4755,chán địt cụ mày,3,0,0,0,0
4756,thầy đéo đi show,1,1,0,0,0
4757,nó hợp lý vãi lồn,0,2,0,0,0
4758,"chương trình riết nhảm , bế tắc . mời bọn tục tỉu , vô văn hoá tv .",2,3,0,0,0
4759,cường nguyễn bọn ngón chỏ xỏ ý.mà xỏ xong lũ cười.đéo,0,0,0,0,0
4760,ok trung bảnh,1,0,0,0,0
4761,minh hiếu chửi lồn,2,0,0,0,0
4762,"nhà tiên tri vũ trụ , đại quốc sư ba sọc quốc lưu vong trần dần",3,0,0,0,0
4763,ủa tưởng ngầu,1,1,0,0,0
4764,"homie vậy , đọc mấy kia",1,1,0,0,0
4765,là súc vật ?,2,0,0,0,0
4766,"vâng ! báo 12 ngoái chê trình độ nhậm chức nay , vãi bướm",1,0,0,0,0
4767,anh tiệp :,0,0,0,0,0
4768,nói cố giật tiền minh hiếu mặt mày râu ria,3,0,0,0,0
4769,vãi thị lồn,2,2,0,0,0
4770,bich miu thở tâm vãi lồn : ) ) ) địt mẹ thở chán đéo kêu tóc hỏng cắt,2,0,0,0,0
4771,đuổi mẹ đi thầy,2,0,0,0,0
4772,bê lồn chạy,0,0,0,0,0
4773,tym đầu comment ❤️,1,1,0,0,0
4774,nát xuống . hỏi quyết định trinh sát đó ?,2,2,0,0,0
4775,"tui lãnh đạo việt nam câm mẹ mồm đi xong , lỡ tham nhũng đi , tiền nó , làm ... đó nhân dân ấm no",3,3,0,0,3
4776,cho kênh tú,0,1,0,0,0
4777,dubai coi bảng giá dội hàng liền ... hyundai i20 ân độ $9000 vn 650 triệu ...! mua 1 chiec xe cúng 1 xe .. kn,2,2,0,2,2
4778,nên share rộng rãi,1,1,0,0,0
4779,nghe đấm tai,0,0,0,0,0
4780,cài top 1 đi,1,1,0,0,0
4781,sống,1,1,0,0,0
4782,đề mấy đứa rich kids não phẳng hà nội bớt hãm lồn bênh điên kia ! tao bây vả đứa phát mõm !,3,3,0,0,0
4783,cực kì khuyết tật,3,0,0,0,0
4784,@ pham cuong địt mẹ mày,3,0,0,0,0
4785,đừng y y bệnh thuốc lồn,2,2,0,2,0
4786,con bóng già lộ : ) ) ),3,2,0,0,0
4787,gioi da nua moi chiu ah,0,0,0,0,0
4788,thằng chó,3,0,0,0,0
4789,diệp đình huy phục địt mẹ mày,3,0,0,0,0
4790,lan hoa tùng account clone đi comment đâu ... dạo ??,1,0,0,0,0
4791,mấy cháu tụi nữa . đem vàng mĩ hãnh diện hả ?? vàng ai ?? tiền vàng việt đất việt hãnh diện ghê . tụi tui trộm cắp .,0,3,0,2,3
4792,tam tu bi ma mieng thi kem gai,0,0,0,0,0
4793,cởi bố ngứa mắt á🤦‍♀️,0,0,0,0,0
4794,nhìn mặt mày dao kéo nhiều quá rồi đẹp gì ghê quá,2,0,0,0,0
4795,xua thi day dân len khai hoang gio gia thi chiếm,0,0,0,0,0
4796,tối thầy stream đá đĩ đi thầy,2,0,0,0,0
4797,già non = ) ) ),3,2,0,0,0
4798,"uầy , hội ngông ngóng lũ đu gửi tiền đó , chậc",3,3,0,0,0
4799,gi vay ba.cung nho no di an cap moi co sai hieu oi.kkkk chua thay khung nhu vay .,0,0,0,0,0
4800,co ma vay e.xao vua thoi.chan dinh phen vang khe kia ma bây dac no.e ve que ma no.cho moi 1000 usd ha.may tiem ban giay tiền vang bac ngji het e.bot no,3,0,0,0,0
4801,đấy,1,0,0,0,0
4802,mua mass uống liệu chả trình,1,1,0,0,0
4803,từ nhạc kp,1,1,0,0,0
4804,chỉ mong trời xanh trên cao soi thấu xui khiến lãnh đạo tất cả các nước trừ bọn trung quốc đuổi hết bọn quan và con cháu của tất cả bọn đảng viên cuộc sống không trừ một ai   kể cả họ đã ra khỏi đảng ra khỏi các nước không cho cư trú không cho nhập cảnh ( không chúng,3,3,0,3,0
4805,chu chang phóng viên chu cheng trú phú thọ,1,1,0,0,0
4806,"hiểu pê đi nhục , miệng sửa chó , đầu ngu bò , bạn thân bóng vàng mã dơ kkkk",3,3,0,0,0
4807,nghe hiếp dâm : ) ),2,0,0,0,0
4808,"chúng mày hoang , bọn tao nước , mày",0,3,0,0,0
4809,hoàng ngọc hoà sũa cặc,3,0,0,0,0
4810,phạm ánh bim bim xịt,1,0,0,0,0
4811,nhớ binh lắm,1,1,0,0,0
4812,phủ nidalee vãi khoa nay đã lớn,1,1,0,0,0
4813,đm thiên tai đổ cộng sảng = ) ) ),0,0,0,0,1
4814,tiếng dân làm việt lắm,1,0,0,0,0
4815,cảnh sát giựt tiền csgt,0,3,0,0,0
4816,thời gian ủ bệnh 14 khả năng li dõi,1,1,0,0,0
4817,đm chậm : ) ),0,0,0,0,0
4818,"có mẫu hình biểu tượng đại diện băng đảng thằng vin "" vượn "" nét tương đồng cờ đám giặc cộng sảng trung quốc không ? đéo team designer tụi lồn",3,3,0,0,0
4819,đưa độ bắt gà tày khô gà đấy,1,1,0,0,0
4820,fanpage comcom dân việt nam cũng có nhiều thằng ngu tương tự đó : ) ) ) ),3,3,0,0,0
4821,hay ho đéo này . hay câu facebook,2,0,0,0,0
4822,việt nam cố gắng tất sức dịch bệnh bọn hàn quốc ngu ngục sướng hối hận việt nam,3,3,0,3,0
4823,korea chất nhề,1,1,0,1,0
4824,đấy nhé . thế nhé . chưa kêu ngại nguy hiểm kia toàn lính . sai đánh đó . không kêu làm . mà mấy bụng bự kia lính lác .,1,1,0,0,0
4825,abe dơ,1,0,0,0,0
4826,chui da khoc,1,1,0,0,0
4827,chán đéo,2,0,0,0,0
4828,anh di đà phật,1,1,0,0,0
4829,từ lý thuyết thực hành 1 câu = ) ),1,1,0,0,0
4830,vì việt nam bây thua campuchia,0,0,0,3,0
4831,"mv tuyệt , mãi ủng hộ ❤ tùng m-tp 🥰",1,0,0,0,0
4832,"đi đóng thuế giải quyêt ngân sách kiểu , xây tượng góp giàu đẹp đất ha ha",0,0,0,0,2
4833,đẳng,1,1,0,0,0
4834,abe thể chiếm đoạt trái tim tiểu tiểu blue tiểu tiểu abe lồn chiếm đoạt : vv,2,0,0,0,0
4835,thằng admin sủa .,3,0,0,0,0
4836,anh trung bú đá,3,0,0,0,0
4837,thuật toán thông minh = ) ) ) diện giọng,0,0,0,0,0
4838,có 2 ?,1,1,0,0,0
4839,bố độ trấn tiền ah bô cao lãnh : ( (,1,1,0,0,0
4840,mèo,1,0,0,0,0
4841,cô tui thương trời,1,0,0,0,0
4842,王氏响,0,0,0,0,0
4843,"ông trần dần chẳng phản động tấu hài nữa , phản động phản động ngáo đời",3,0,0,0,0
4844,2 7 dân lồn mẹ,0,3,0,0,0
4845,đỗ thanh nhàn chuyên thoát . sợ = ) ) ),1,0,0,0,0
4846,nay bú hơi,1,1,0,0,0
4847,địt mẹ can !,3,3,0,0,0
4848,vờ cờ lờ,2,2,0,0,0
4849,tóc đẹp lồn lộn vờ cờ lờ : ) ) ) đan xen ngữ chất vãi lồn,0,0,0,0,0
4850,đinh nguyễn vươn anh tuan,0,0,0,0,0
4851,"luật trưng dụng đồ dân quyền đòi , chó đẻ thiệt",0,3,0,0,0
4852,atm lãnh🤪,1,1,0,0,0
4853,thế yêu quý dần ưa bọn que rách 2020 ngu,3,3,0,0,0
4854,iphone cảm hứng tộc trưởng,1,3,0,0,0
4855,vợ cuốc sư bùi kim thành vợ lisa phạm,3,0,0,0,0
4856,"ad óc cứt vkl . ngu tỏ nguy hiểm , gặm xương đi ad .",3,0,0,0,0
4857,- 2 ngu thoii sánh : ) ),1,1,0,0,0
4858,cho túi nilon thả trôi sông ly tốn chi phí,3,3,0,0,0
4859,mắc i * abeeee,0,0,0,0,0
4860,bông xù tag vô hội tuyết bích,1,0,0,0,0
4861,thằng admin công giáo suốt thiên đường,3,3,3,0,0
4862,mạnh hoàng đơn mãi mãi đừng sợ độc 🥴🤣,2,2,0,0,0
4863,sao gửi bây,1,1,0,0,0
4864,"coi té sập mặt , dan oi ,",1,1,0,0,0
4865,"đéo lồn mày m ... mày ngu thôi , dành ngu bọn tao kiếm chác chứ ...",3,0,0,0,0
4866,lan hoa mày trường đạo nhái tao mặc đồ tao,2,0,0,0,0
4867,ý kiếm 7-8 tr tôm hùm tán hoàng đế thôi . còn tiền = ) ),0,0,0,0,0
4868,cô dep quá .. muon chg voi,1,0,0,0,0
4869,"công an hỏi , facebook",2,2,0,0,0
4870,những người ở nông thôn thì hả các,0,1,0,0,0
4871,hong kong hùng !,1,1,0,0,0
4872,óc chó học chửi ! trung quoc giúp cam bố mày àh !,3,0,0,3,0
4873,chi vàng ngọc từ bi quá,1,1,0,0,0
4874,thu hít thou bớt khịa dùm .,1,0,0,0,0
4875,"thầy lồn sủa dơ , yêu thầy ❤️",2,0,0,0,0
4876,méo thể fashion bẩn mắt,3,3,0,0,0
4877,tội quần què . má cay .,0,0,0,0,0
4878,vẫn đéo 2 câu liên quan lồn,2,2,0,0,0
4879,"hồi đi học mấy chữ mãn , đại , kiêu .. 75 chữ hào xài hơi nhiều ... điện thoại thông minh xuất hiện chữ sướng .. bi dlv ak 47 giàu ngữ vựng việt nam chữ nhục . định phép ảnh nhục kia tui .. ké hong ?🧐",2,2,0,0,0
4880,hóng link gái ngon,2,2,0,0,0
4881,tôi chẳng .!!! có lẽ câu ... nói đầu tiên đời chúng .!!!,1,3,0,0,0
4882,đợi đợi lồn : ) ),2,2,0,0,0
4883,vãi lồn = ) ),2,2,0,0,0
4884,mày chửi đi admin . đúng nghề chửi đấy,2,0,0,0,0
4885,qc game,3,3,0,0,0
4886,báo công an đi quản lý thị trường hốt thể .,1,1,0,0,0
4887,"giàu tâm nè , tâm bi giúp nghèo chân đụ mẹ",3,3,0,0,0
4888,gởi thầy,1,0,0,0,0
4889,nè,1,1,0,0,0
4890,như,3,3,0,0,0
4891,dung la khung dien gi dau,2,2,0,0,0
4892,còn thầy,1,1,0,0,0
4893,mong ty vững bền : ) ),0,1,0,0,0
4894,chán đéo nổi 🤣🤣,0,2,0,0,0
4895,đạo khổng sâu tiềm thức rồi . xã hội thể bắt kịp văn minh nhân nữa .,0,0,0,2,0
4896,khôn đấy . t mày trái đất = ) ),3,3,0,0,0
4897,thấy ta trích bắt đầu đổi giọng . kịch !,1,1,0,0,0
4898,vãi lồn = ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ),2,0,0,0,0
4899,xem bực,0,0,0,0,0
4900,"@ hoàng phúc lê rep comment video sẵn đọc comment vui vô tình thôi . mấy comment đàng hoàng chửi mẹ mày nào ? bên động nứng lồn toàn fan đấy riết chửi vô lý đứa đéo nổi bật kia kìa , comment tương tác chửi đọc lồn thật . mình bớt dạy đi ban đầu hề động chạm kì thị cộng đồng giới chửi m , xấu mặt cộng đồng giới vl . nhiều cố xây dựng hình ảnh đẹp mấy đứa mén mày chửi phòng vệ thái chả động chạm gì . mình hay ?",3,2,0,0,0
4901,"ngôn luật . cán chửi dân , xỉ nhục dân chó dân phê bình phạt !",3,3,0,0,0
4902,đéo cửa,2,0,0,0,0
4903,thầy lồn chúc rớt,3,0,0,0,0
4904,giàu mặc lạ lùng ghê mặc quê mùa : ) ),0,0,0,0,0
4905,"rẫy mãi đéo chết ... còn xứ lừa hấp hối tiền , nợ ngập đầu , tài nguyên cạn kiệt đông dân đen ngập ngụa chất độc !... tổng thống thăm , dân mừng thánh ... ai mong chờ chìa cứu !",0,3,0,3,3
4906,tụt hứng ha ha,1,1,0,0,0
4907,đm gội làm lồ.n gì !,3,0,0,0,0
4908,thoi đường xam lom di nhiên cach an mac beo vô,0,0,0,0,0
4909,"trần vỹ nhục đi đạo nhái , thằng fan nhục gấp đôi hâm mộ thằng đạo chất xám",3,3,0,0,0
4910,thiếu vụ sông đà admin ơi . lật lọng truyền thống phát huy cộng sảng ủng hộ cộng sản .,1,3,0,0,3
4911,nhảy ổn mạng t,1,1,0,0,0
4912,nguyễn minh bo tán ngọc trinh corona,3,0,0,0,0
4913,đăng thảo,1,0,0,0,0
4914,thằng ad chửi = ) ) ) ~,2,0,0,0,0
4915,nghe nhạc sếp tưởng dâu 8,1,1,0,0,0
4916,ý thức đầu,3,3,0,0,0
4917,tưởng vong gà,1,1,0,0,0
4918,yêu mẹ : x,1,0,0,0,0
4919,nhưng người hàn biết kiểu dáng đó ở việt nam có một nghĩ ghê gớm,1,1,0,0,0
4920,phạm văn công căng,1,0,0,0,0
4921,haha que xỏ lá,3,3,0,0,3
4922,dơ vãi lồn,1,0,0,0,0
4923,"không cuộc sống hết , 3 chó . có ?",3,3,0,0,0
4924,đù mẹ thùng rỗng kêu to,3,3,0,0,0
4925,địt mẹ đánh chiếm 80%,0,0,0,0,0
4926,có tử hình thức cộng đồng nv nhỉ . chả tuấn khỉ kẻ sát nhân máu lạnh : ( (,2,1,0,0,1
4927,tao trạng thái ad tụi dư luận viên nhột tụi bây ha ha,3,3,0,0,0
4928,hì hì hì,1,0,0,0,0
4929,mong chia sẻ ủng hộ kí rộng rãi,0,1,0,0,0
4930,dành test vô link tải china,1,0,0,0,0
4931,ông tuân cười xỉu,1,0,0,0,0
4932,em chào chị .. xinh .. thương quá ...,1,1,0,0,0
4933,mấy thằng óc chó,3,3,0,0,0
4934,tầm cấm nhập cảnh,2,2,0,0,0
4935,ở việt nam ta kêu bóng khùng,3,0,0,0,0
4936,ad mày đéo chi tối đi vạch lá sâu nói ! có tài facebook thực tế đi .,3,0,0,0,0
4937,chị vàng chó phèn ha ha,3,0,0,0,0
4938,maria ozabe thời bê đi,2,0,0,0,0
4939,bên mỹ bệnh viện thần kinh ?,0,0,0,1,0
4940,rọi béo no,1,0,0,0,0
4941,sale cặc,3,3,0,0,0
4942,địt mẹ in băng rôn mẹ 1m2,0,0,0,0,0
4943,chén mẻ chén kiểu mẹ,0,0,0,0,0
4944,giong ca lồn lang fo,3,3,0,0,0
4945,kia,1,1,0,0,0
4946,"thì giả đại đi , hàng bình dany , bình dân quần qùe",3,3,0,0,0
4947,nhảm,1,1,0,0,0
4948,bóng đỏ !!!,0,0,0,0,0
4949,đéo nhặt mồm nổi nhục,2,0,0,0,0
4950,kay vãi lồn ngon mấy sân suy cười ỉa = ) ) ) ) ) ) triệu huy tú,2,2,0,0,0
4951,"hèn cộng sản , tội đồ báo nhãn tiền .",0,0,0,0,3
4952,t.q âm mui chê vi trung giết nhân loai toan thể giới . đê lây lan chết nhiêu oan . mang tcb to thêgioi sét su ?,0,0,0,2,0
4953,an vao sống 100tuoi,0,0,0,0,0
4954,đến live sếp,1,1,0,0,0
4955,không nghi ls tuê hoan !? hoành hữu hồ,1,0,0,0,0
4956,thân hoài thương ?? hay đéo chả nhẽ dlike ? lạ lồn thế ? sinh nút dlike cặc gì ? hát cặc chả dlike,3,0,0,0,0
4957,xin video,1,0,0,0,0
4958,trend niên việt nam áp dụng bao nhiêu hàn quốc bây,1,1,0,0,0
4959,"tiết mục thư giãn tuần phobolsa tv . zâng , tâc ziêng hay !",0,0,0,0,0
4960,nói thức đầu buooi ái .,3,0,0,0,0
4961,quan trọng giàu mặc cặc đúng,3,0,0,0,0
4962,tránh,3,0,0,0,0
4963,thiện phong vô thời hạn đéo lương : ) ) ),2,0,0,0,0
4964,địt mẹ tao tụi thầu xứ tây nhé .. bôi trơn . bọt suông à .. mày ngu lắm ....,3,3,0,1,0
4965,thầy lồn,3,0,0,0,0
4966,đảng cộng chó,3,3,0,0,3
4967,này chém gió,1,1,0,0,0
4968,lâm phương thi : ) ),1,0,0,0,0
4969,"đúng rồi , toàn bọn rẻ rách , cặn bã , cơm cứt việt nam mồm chửi sằn bậy !!!",3,3,0,0,0
4970,lại sủa,0,0,0,0,0
4971,lũ chó đói,3,3,0,0,0
4972,là lời cảnh tỉnh tới tất cả mọi người tg,0,1,0,0,0
4973,anh bảoo gópp nướcc đi= ) ) ),1,1,0,0,0
4974,trần vũ đúng,1,0,0,0,0
4975,thứ vô diên,2,0,0,0,0
4976,đệt != ) ),0,0,0,0,0
4977,nào vợ dỗi vãi lồn,2,2,0,0,0
4978,kkk yêu ... hí hí,0,0,0,0,0
4979,cs toàn bọn xạo,2,2,0,0,0
4980,nguyễn yến nhi comment luôn .: ) ) ) ) coi xong kiểu wtf ?? t coi lồn : ) ) ) ),2,0,0,0,0
4981,mệt thầy,1,1,0,0,0
4982,"nói văn hoá , tục tiểu ,",2,1,0,0,0
4983,nói quần qùe đéo đầu đuôi,2,2,0,0,0
4984,chó rồ nhập,0,0,0,0,0
4985,khả năng thằng admin thế . thông cảm,2,3,0,0,0
4986,địt mẹ mày,3,0,0,0,0
4987,ai kiểu,1,1,0,0,0
4988,địt mẹ . bóng đèn đéo nào ? lẻ phòng lắp 50 bóng đèn oách,3,3,0,0,0
4989,phi trần coi ngủ địt mẹ ló chán : ) ),2,0,0,0,0
4990,đkm mấy lũ dâm loạn viên xuất hiện,0,3,0,0,0
4991,bố đấy hả,1,1,0,0,0
4992,"nguyễn hoàng đan phương mày lẳng , nhiên bộc phát cười điên",1,0,0,0,0
4993,"đây vậy ng ? ủa tội ảnh v , quần mặt vậy chi trời",1,1,0,0,0
4994,ôi địt mẹ,0,2,0,0,0
4995,cái đất chó giấy chế toàn nông dân hy vọng cặc gì ?,0,3,0,3,0
4996,cũng buồn nv die : ( ( (,1,1,0,0,0
4997,không .......,0,0,0,0,0
4998,nghĩ băm chó đĩ trận,3,0,0,0,0
4999,anh nghị trẻ việt cộng🤣🤣,0,0,0,0,0
5000,ngô hiếu giờ comment ảnh ban chết me đấy,2,0,0,0,0
5001,,1,0,0,0,0
5002,bớt bớt đi nghiệp đi à,0,0,0,0,0
5003,minh tran miền trung phân biệt,1,0,0,0,0
5004,mẹ sủa thối qúa trời,3,3,0,0,0
5005,thanks ...,0,0,0,0,0
5006,đông ca địt cụ mày ngủ đi,3,0,0,0,0
5007,jaha,1,1,0,0,0
5008,vcl,0,0,0,0,0
5009,anh trung bú đá,3,0,0,0,0
5010,thăng đit lao lam quan thê.cho va,0,0,0,0,0
5011,chậm lồn chậm kệ mẹ ta đi comment lắm lồn àaaaaaaa 🤞,1,0,0,0,0
5012,cương đặng bảo palu lưu,1,0,0,0,0
5013,tương lai phúc xo,1,1,0,0,0
