,content,individual,groups,religion/creed,race/ethnicity,politics
3061,hà nguyễn vụ đứa trung bây nhật : ) ),1,0,0,1,0
3062,tiểu tiểu đại đại bé ba : ) ),1,1,0,0,0
3063,vllll cánh hoa hi hi bé châu,1,1,0,0,0
3064,chào chi . em chi chuyên,1,0,0,0,0
3065,"như cặc ,",0,0,0,0,0
3066,tôi hồi nữ trăng tròn đấy ạ !,1,0,0,0,0
3067,? ủa nội kiếm hả,1,1,0,0,0
3068,"này thực sự nó giống thú nhốt ngày , nó chửi cả dân tộc , dù thế nào nữa nó cũng phải được truòng trị để làm gương những kẻ khác việc nó lỗi mọi người có chấp nhận nữa chẳng là một tình tiết giảm nhẹ chứ còn tội của nó thì thể tha thứ được .",3,0,0,0,0
3069,ly ly 1 kiểu ky,1,0,0,0,0
3070,thầy đánh giá giùm mông .,2,2,0,0,0
3071,link mẹ mày,0,0,0,0,0
3072,mày sống 11 thôi ! tao dạy mày đẹp mày sủa bậy trần đần .,3,0,0,0,0
3073,nói đeo khẩu trang vô ưiii,1,0,0,0,0
3074,nhìn mặt tùng sói ta đùa không : ) ) ),1,0,0,0,0
3075,lũ pede xạo xự . mới chúng tâng mây . nay chúng siủa cắn chó tháng 7 . hahaaaaaaa,0,3,0,0,0
3076,huỳnh châu chết cộng đồng mạng thầy,3,0,0,0,0
3077,"luật sư hét lửa . ls việt nam hét khói . có lửa sẵn lên , đồ bỏ .",3,3,0,0,0
3078,stt ngu cop được . đm,3,3,0,0,0
3079,xin phép nhaaaa !!!,1,1,0,0,0
3080,tào lao giỏi,3,3,0,0,0
3081,xạo lồn,2,0,0,0,0
3082,cà khịa sơn = ) ),1,1,0,0,0
3083,ra chỗ ly đốg gạch🧱🧱 dư luận xây biệt thự bớt ngột ngạt,0,0,0,0,0
3084,tưởng nhầm kênh pha rọi béo,1,0,0,0,0
3085,con chim non thể vậy ???,2,0,0,0,0
3086,cờ giáo hội ... tựng trưng hoà bình công lý,3,3,3,0,0
3087,chị đẹp gái hai hòn đái hai,2,0,0,0,0
3088,ly đi,0,0,0,0,0
3089,vãi lồn độ ạ,2,0,0,0,0
3090,có nổ lực đâu.pải 1 chút gọi may mắn,1,1,0,0,0
3091,con linh cá lóc xấu xấu nết mồm xấu,3,0,0,0,0
3092,di ~ dang hang lẽo rank,3,0,0,0,0
3093,bà thèm chích thiệt,3,0,0,0,0
3094,maruko linh gấu tró,3,0,0,0,0
3095,chỉ tiền cày view cặc,3,3,0,0,0
3096,đoạn ủng hộ lão đổi,1,0,0,0,0
3097,vấn đề,1,0,0,0,0
3098,chỉ 3 vàng ngọc heo nọc nhà,1,0,0,0,0
3099,"giờ tao mong bóng đá . để lu ngu no tràn đường hít khí chết bớt , tỉnh .",0,3,0,0,0
3100,tình nghĩa bền,1,1,0,0,0
3101,phong khen,1,1,0,0,0
3102,tự hào chiến thắng giải bóng đá che giấu hèn kém đất mình .,0,0,0,0,0
3103,qá thương,1,1,0,0,0
3104,thầy đéo xoá kênh kêu gọi học trò báo cáo bây kênh thiệt : ) ),2,0,0,0,0
3105,đức phạm vãi lồn,1,0,0,0,0
3106,mình tưởng yêu giúp ta 🤔,2,2,0,0,0
3107,như sèo vui đại thắng .,0,0,0,3,0
3108,khi đi susan thầy : ) ),1,1,0,0,0
3109,,0,0,0,0,0
3110,cho khùng,3,0,0,0,0
3111,tức nhiên tức nhiên tui tức nhiên tức nhiên vi rút tức nhiên rocona .,0,0,0,0,0
3112,như 2 giọt thầy ơi . trinh giọt suối thầy giọt cống thầy = ) ) ),1,0,0,0,0
3113,tức diêng quyền đổi tập cận bình thành ... cập tẩm bình rồi,3,0,0,2,0
3114,nhi nhi vấn đề quang học ak . con mực,1,0,0,0,0
3115,đ * o,0,0,0,0,0
3116,nắm chặt . giữ tay sâu . cho ăn . dân mừng . cũng mỹ xấu thịt người . mà vc pháo kích chạy mỹ nguỵ giúp chữa bệnh . làng mỹ lai .,3,3,0,3,0
3117,anh độ đạp xe chất cất,1,1,0,0,0
3118,hieu do : ) ) wut,1,0,0,0,0
3119,tui thấy mấy chống cộng chẳng nào còn tỉnh táo . hâm hết giống giáp nào hết,1,1,0,0,1
3120,hahaha . đĩ nl . con 2 sinh lồn sình,3,0,0,0,0
3121,địt mẹ = ) ),2,2,0,0,0
3122,xoạ,1,0,0,0,0
3123,game cu lồn nay= ) ) ),2,2,0,0,0
3124,kênh rọi béo kênh kĩ năng = ) ),1,0,0,0,0
3125,phía thành công đàn bóng dáng phụ nữ . vì phụ nữ thành công,0,0,0,0,0
3126,tao gõ chết mẹ mày múa . abe said : ) ),2,0,0,0,0
3127,rich thầy,1,0,0,0,0
3128,nguyễn hạnh mai phục máu lồn,3,3,0,0,0
3129,"thằng dạng súc sinh , k ngữ miêu tả độ cặn bã , khốn nạn , bỉ ổi nó , k thằng bố mẹ thằng nó , k vợ cảm thằng chồng thổ tả nó , thằng súc sinh dơ bẩn giới đàn",3,0,0,0,0
3130,,0,0,0,0,0
3131,chẳng caption đụng chạm tới lòng tự trọng của thằng trộm vặt thớt ấy mà,1,0,0,0,0
3132,"tụi tham tham nhũng cướp hại dân dạy nhỉ , dám hương tổ tiên",3,3,0,0,3
3133,gửi thầy : ) ),1,1,0,0,0
3134,tream đi,0,0,0,0,0
3135,cái tập đoàn dacosan rước giặc,0,0,0,0,3
3136,có vẻ ngon,1,1,0,0,0
3137,má kiều oanh nguyễn thị,0,0,0,0,0
3138,lồn có . cái lồn,3,0,0,0,0
3139,"viết trạng thái ngu , pa lương đi thiện tiền túi chi phí liên quan , mấy đội cbcs lương trách nhiệm làm , nhấn bắt buộc p",3,1,0,0,0
3140,sale 99% di thay 🤰🤩❤🤩🤗❤,1,0,0,0,0
3141,ngọc ánh sợ rồi,1,0,0,0,0
3142,"phương dung nguyễn vậy , đụ",2,0,0,0,0
3143,thầy thả tim,1,0,0,0,0
3144,lúc thu ngầm .. giờ ban hành luật thu công khai,3,3,0,0,3
3145,đập mặt sena thầy,1,0,0,0,0
3146,"hội bảo vệ trẻ - phụ nữ tiêu tốn ngân sách 1 bao nhiêu tỷ , trò ? bao nhiêu trẻ bạo hành , lạm dụng , phụ nữ hành hạ đéo bao hội thối đấy mặt bảo vệ",0,3,0,0,0
3147,diện trần thương đất trở đi cướp ngủ sủa,0,0,0,0,3
3148,thảo ng thua dốt văn,2,0,0,0,0
3149,con . quy . nãy . cái . miệng . nó . thúi . quá . đồ . do . bán .,3,0,0,0,0
3150,"phim xe bắt chó bắt đi , chờ",0,0,0,0,0
3151,cha khùng tiên tri vũ trụ : ) ),3,0,0,0,0
3152,ib tui tui gửi nè,1,1,0,0,0
3153,"công nghệ sống thượng thừa rồi , ấn nút trắng biến thành xanh biến hoá cơ . tư bản không ?",0,0,0,0,3
3154,nói hổng nịnh cao quê bro đẹp,1,1,0,0,0
3155,ngực đi,0,3,0,0,0
3156,khí chất hôm tài tình đảng ta ! máy nhiệt điện than cổ lổ sỉ phương bắc phục vụ ! cám ơn đảng ?,0,1,0,0,1
3157,không thắng pháp đuổi mỹ bình !,1,1,0,1,0
3158,"dcm chông tăng đứt xích , lốp",1,1,0,0,0
3159,ơ tưởng thầy gay,2,1,0,0,0
3160,sao thầy đội nón vàng 1 kia = ) ),1,1,0,0,0
3161,"thanh tung sát thương to quá , tiêu tướng tôi ..",1,0,0,0,0
3162,trốn kĩ vô = ) ) ) ) ),1,0,0,0,0
3163,off hả : ( (,1,0,0,0,0
3164,tuyên truyền hiệu mấy băng rôn giăng kín lối xứ thiên đường kaka . công an uống rượu lái xe tai nạn gương kia,3,3,0,0,0
3165,"quá trời lỗi , địt mẹ hàng 10 , bớt đi cd",3,0,0,0,0
3166,"sao mùa dịch siêng đi , đi du lịch trời : ( ( (",1,1,0,0,0
3167,"bao binh 1 giúp cố gắng mà , thôi , thôi , trái đất nghèo giàu cân được , tất giàu tất nghèo",1,0,0,0,0
3168,.,0,0,0,0,0
3169,não chó,3,0,0,0,0
3170,đm mặc sịp chim to vờ cờ lờ = ) ) ) ),0,0,0,0,0
3171,đúng ... ng việt nam xạo lồn nghèo nổ lắm,0,0,0,3,0
3172,"mua địa với , chồng yếu",2,2,0,0,0
3173,"đụ mẹ xạo lồn , giàu nợ minh hiếu đi , kho bom.ai coi chừng nổ banh xac",3,0,0,0,0
3174,"bọn tôm hùm , cá mú khơi ... đéo cá bờ",0,2,0,0,0
3175,muốn thay giang hồ cỏ,1,1,0,0,0
3176,lâm khah chi duyen ne,1,1,0,0,0
3177,viết phúc ò tưởng mày lỗi .... hụ hụ,3,0,0,0,0
3178,cang cang nham nhi bolsa,2,0,0,0,0
3179,con cộng nô . dân mù điếc quân sống lũ hại dân . thấy mc phan anh mến mộ đi cắn,1,3,0,2,0
3180,mắc cười ủng hộ,0,0,0,0,0
3181,cho kênh thầy vô sud ?,1,1,0,0,0
3182,lam cai cặc bo ha t.lu,3,0,0,0,0
3183,những chó bọn hanoi ghi chép bố xạo ! vì kinh nghiệm 70,3,3,0,3,0
3184,mong thầy nasus poppy cướp red tái xuất gian hồ nữa . dấu bé = ) ) ),1,0,0,0,0
3185,bậy bậy ! bụi khói bao trùm hà lội cụ đốt rác lò tôn đấy ! cụ dọn tết hơi nhiễm tí ... bà thông cảm ! đốt hối hả 2020 mời thượng phương bắc !,3,0,0,0,0
3186,mấy thằng già trưởng đầu óc thua 1 nông dân,3,3,0,0,0
3187,con dĩ : ) ) đẳng ngang di kkk,2,0,0,0,0
3188,nghĩ ló chán,1,1,0,0,0
3189,video,1,1,0,0,0
3190,rick kid,1,1,0,0,0
3191,chương trình ln ?: ) ) ),0,0,0,0,0
3192,đm 1 1 supper fake . nói mẹ giả đi,0,0,0,0,0
3193,cảm ơn thầy tất cả !!!,1,0,0,0,0
3194,chỉ mấy thùng thần khùng vô học khen mùi đả tuc cổ vủ tinh toàn hư học coi đi đồng lắc đi,0,3,0,0,0
3195,"địt mẹ suốt mị dân , nâng bi sướng",2,3,0,0,0
3196,lại hợp sâm what the fuck ?????,1,0,0,0,0
3197,lê thị bích hồng tài khoản trẻ trâu,2,0,0,0,0
3198,ơ post cà khịa bom : ) ),1,0,0,0,0
3199,ae sống chậm đi,1,1,0,0,0
3200,con đĩ linh ngu vãi ! ai thăm,3,0,0,0,0
3201,chết đi,3,3,0,0,0
3202,có phơi xác .,3,0,0,0,0
3203,"ai nhục thể cười tươi được , 1 giải quyết khăn : ) ) ) ) )",2,2,0,0,0
3204,hau nguyen cặc,2,0,0,0,0
3205,yêu kệ mẹ nó . đăng cặc,3,2,0,0,0
3206,mỗi câu câu địt mẹ : ) ) tưởng tưởng ngầu khẩu nghiệp vãi lồn,1,0,0,0,0
3207,thân hoài thương 1 đứa tai trâu : ) ),3,0,0,0,0
3208,sao không mở đầu bẳng câu ' ' địt mẹ ' ' nghe có phải hấp dẩn hơn không,2,2,0,0,0
3209,chán già vãi . tiền tặng đi nạp game kẹo . mẹ trang mua . hic,1,1,0,0,0
3210,"bọn phản quốc cặc than nghèo khổ . ngồi ngày , soi mói báo mạng kích động bạo lực . bảo thất nghiệp vô học . về xứ cali mày đi . mới xả súng đấy .: ) ) ) ) ) ) ) )",3,3,0,3,0
3211,ai cảm tình diên,1,1,0,0,0
3212,nó lây đường điện thoại = ) ) ),1,1,0,0,0
3213,cô xạo lồn,2,0,0,0,0
3214,nghe vô lí cực kì thuyết phục,1,1,0,0,0
3215,chết mịa ... đang uống ... đang đọc đọc uống,1,1,0,0,0
3216,những thằng liếm no chuồn rồi !,3,3,0,0,0
3217,đập chết mẹ đi rọi béo,2,0,0,0,0
3218,ói hànggg = ) ),2,2,0,0,0
3219,trung thu namw ngoi buon chi mong ruoc di cung : ( (,1,1,0,0,0
3220,mấy đĩ dislike mấy đĩ khùng lồn,3,3,0,0,0
3221,miba young,1,1,0,0,0
3222,đinh phước comment chửi = ) ) ) comment chửi = ) ) ) gái nứng buồi dám chửi = ) ) ) ) ) ),3,0,0,0,0
3223,ôi thơm tho j . không co quan hệ lam cung đào thải . mấy nghanh ma dân thuong việt nam bao gio vao đx . cong an . quan đội . ngan hang nc . hang không . đừng mơ vào . nếu vao cung lam cu li sai vat tui no . đm,0,3,0,0,0
3224,hóng thầy 3 1 video pubg,1,1,0,0,0
3225,chủ tịch ghê,1,0,0,0,0
3226,toàn giáo án máu lồn chảy ngược,3,3,0,0,0
3227,nhục chưa ? sở dl hn giải táng dân gọi lh sao ?,3,3,0,0,0
3228,toàn thức cầu mong dừng no lắng đi cầu máy máy mẹ đừng đi tùm lum khổ lắm chết đóng cửa chết mẹ đi,0,2,0,0,0
3229,@ trà my,1,0,0,0,0
3230,nhà nhung đầu heo giàu bắt phạt bồi thiệt hại .. ko yên,3,0,0,0,0
3231,khác tát mặt thằng soang chảnh kia = ) ) ),3,0,0,0,0
3232,có tương : ) ),1,1,0,0,0
3233,xin 7,1,1,0,0,0
3234,bài lắm,0,0,0,0,0
3235,chào dân,1,0,0,0,0
3236,nhạc hi hi cảm ơn,0,0,0,0,0
3237,hang tran dân trí ái,2,2,0,0,0
3238,"vậy mày tiếng vn , đẻ việt nam đấy admin chó",3,3,0,0,0
3239,hoangphat nguyen hơi trách trách quỷ ơi.mình miền nam mệt hả,2,0,0,0,0
3240,cực kỳ cặc,1,1,0,0,0
3241,xem tất hàiiii,1,1,0,0,0
3242,"dẹp me "" hội bảo vệ tiêu đi . tốn tiền",2,3,0,0,0
3243,ngoài kia người ta đầu vì chống dịch ... mình ở làm trò mèo,1,1,0,0,0
3244,hải đăng gọi tưởng gió oánh mẹ bây : ( (,2,0,0,0,0
3245,đập đá thầy,2,0,0,0,0
3246,về việt nam hồ xuân hương kìa,1,1,0,0,0
3247,nha . đừng vô nam gì . hít bụi mịn hít cỏ mỹ đó . hèn chi phát phát biểu liền !!!🤣🤣🤣,0,2,0,3,0
3248,nguyen tran lan anh lồn me : ) ),3,0,0,0,0
3249,ra đường toàn khói bụi,1,1,0,0,0
3250,đánh lồn pupg mấy hừm học xong pk ln,0,0,0,0,0
3251,xác minh comcom đăng .,1,1,0,0,0
3252,"ông nhật ở ta giỏi ní nuận nắm , .",1,0,0,0,0
3253,thối nát.đkmm,3,3,0,0,0
3254,thầy skt,1,1,0,0,0
3255,"biết thưa thớt , ngậm cặc nghe . cái mồm mày sủa quan thằng dân . thế gia đình mày phản động việt nam sao . mày phán quan dân tao gia đình mày chức sắc to . phán đéo",3,3,0,0,2
3256,chụp mấy thằng cớm góc chuẩn vãi . hành đi bắt tội phạm : ) ),1,1,0,0,0
3257,đúng chống giặc chống cướp cướp trắng trợn,1,1,0,0,0
3258,coi chừng abe đừng gáy yásuo,1,0,0,0,0
3259,thảo đào văn tư giàu thanh bình,1,0,0,0,0
3260,cây atm lãnh,0,0,0,0,0
3261,hơi tiếc yêu,1,1,0,0,0
3262,"hihi , đẹp trai vãi lồn",2,2,0,0,0
3263,con bóng sa đéc,3,0,0,0,0
3264,thầy tui đi đóng phim mờ : ) ) ),1,0,0,0,0
3265,dương = ) ) làm kệ mẹ,2,0,0,0,0
3266,bên đà nẵng văn minh : ) ),0,0,0,2,0
3267,nhin mat la đai du roi ... chư đai gia j...vang da thi có .. no pd,0,0,0,0,0
3268,tộc trưởng tào lao cặc .= ) ) ),2,0,0,0,0
3269,thôi xài xài hi hi,1,1,0,0,0
3270,"tao thích , tối vỗ bờ môg .. phê",1,1,0,0,0
3271,địt mẹ may tiền mỹ ma giut no minh hiếu 100 may truc triệu,0,0,0,0,0
3272,chắc vui liên quan bú cu 🤣🤣,2,0,0,0,0
3273,reaction thầy,1,0,0,0,0
3274,hoangg an đĩ sena 🤨 mắt,3,0,0,0,0
3275,mới hả,1,1,0,0,0
3276,quẩy người : ),1,1,0,0,0
3277,xe hơi say chết mẹ,0,0,0,0,0
3278,trần thành long video,1,0,0,0,0
3279,"hiến máu chờ xét nghiệm kết máu sử dụng . đất văn minh , loài thượng đẳng đấy",0,0,0,0,0
3280,hào nguyễn video brooo,1,0,0,0,0
3281,tú hoa hồng mùa đông quang đâm mông,2,2,0,0,0
3282,"bán hàng mua , đẹp bất chấp nhục . con miền bắc việt nam đón tiếp nồng hậu lắm .",3,0,0,2,0
3283,"ở mỹ cầm bảng "" trump is putin ' s puppet "" chẳng nhỉ . ở việt nam cầm bảng "" lú rối tập "" , tống vô tù tội .... tiết lộ bí mật quốc gia ha ha : ) )",3,0,0,3,0
3284,ad fanpage quan tâm đâu . chỉ quan tâm đểu xoáy mà . đm admin,3,3,0,0,0
3285,lua dao nhung nhe long . lua dao cac dan . ve việt nam la may chet me de nhu may se bao,3,3,0,0,0
3286,con co an hoc nen moi co hanh dong nhu the.de ta chua minh nhuc,1,0,0,0,0
3287,lường văn đức mai thuý,1,0,0,0,0
3288,hoang anh vũ nhạc,1,0,0,0,0
3289,huhu toang,0,0,0,0,0
3290,nguyễn trọng hiệp hiệp bmw 🤣🤣,1,0,0,0,0
3291,óc chó chào chào,0,0,0,0,0
3292,30p kêu chậm đụ mẹ mài,3,0,0,0,0
3293,"nhật phát càng ngu = ) ) nuôi bò dê lợn gà yêu thương nó , cấm = ) ) ) thua lí luận ngu suy",3,0,0,0,0
3294,quỳnhh hoa top = ) ) ),1,0,0,0,0
3295,vì thầy xạo lồn nè,3,0,0,0,0
3296,anh minh chậm địt mẹ mày,3,0,0,0,0
3297,chỉ sợ não trồng,0,2,0,0,0
3298,"không phải lổi của csvn tàn ác mà chính người việt nam tự nhận mình và thích thú mình là con thú , lại khoái mình là dân nô lệ . ai thích mình là con ông trời , giơ tay lên . thấy không , im re",0,3,0,3,3
3299,ăn cơm cá mồm chết mẹ thơm ta vả mồm,1,1,0,0,0
3300,nhục lồn biết ?: ) ) . mệt sủa ngu . cút,3,0,0,0,0
3301,nhảm nhí vãi lồn,0,0,0,0,0
3302,"bố to , mẹ bự",3,2,0,0,0
3303,thằng bệnh,3,0,0,0,0
3304,"đất hạnh phúc giới dân đêm cày kéo nợ thay lũ tàn phá hoại đất . muốn dân khổ trận đá banh dân bão lũ , quán nhậu mọc thư viện sách dân ngu thông minh , rượu ha ha",0,3,0,3,3
3305,nút unlike bấm phắn cmmd,3,3,0,0,0
3306,con linh nhục đua mặt cà ..,2,0,0,0,0
3307,"ôi trời giới tồn đàn hài cốt khỉ đột vậy . linh lóc xấu hành tinh hỗn xạo chỗ quẫy , gái miền tây em ? chứ tui nết na thuỳ mị lắm thương tui rừng sống năng em",3,2,0,0,0
3308,bà tối đường giám,2,0,0,0,0
3309,dân tộc việt nam đồng nhung,2,0,0,0,0
3310,tôi vượng vin chủ đất việt trị .! nếu kiểm soát quan chức cán vặt lông tvb,2,0,0,0,0
3311,nghiệp bê đê nặng lắm rồi má ơi,3,3,0,0,0
3312, nham lôn quá,0,0,0,0,0
3313,chị đẹp vá,1,0,0,0,0
3314,"đạo đức giả hành trang , của quan.không thể lộ trình quan lộ .",3,3,0,0,0
3315,thương cô quá,1,1,0,0,0
3316,chúc mừng trần đần đản csvn..csvn quy tiên .,2,0,0,0,0
3317,chen,1,1,0,0,0
3318,lãnh đạo v + toàn bọn tàn phá hoại quy trình .,3,3,0,0,0
3319,dme 500like 100 hơi,1,0,0,0,0
3320,chị đẹp lắm,1,0,0,0,0
3321,"tuổi 17 bẻ gãy sừng trâu , 18 level . đề nghị đái nhẹ , ỉa khẽ , địt duyên ! khéo bể tường ...",3,2,0,0,0
3322,ma 3 y nhat,1,0,0,0,0
3323,chuoi di yeu .,0,0,0,0,0
3324,nguyễn đức thắng : ) ) ),1,0,0,0,0
3325,công đàn miệng xấu linh cá lóc,3,0,0,0,0
3326,"đm , rút sợ dây kinh nghiệm",3,3,0,0,3
3327,chung quy đọc thông tư 01/2016/tt-bca om sòm chửi đổng quốc dũng nắn gân ngoa,1,0,0,0,0
3328,anh ngắm : ) ) ) độ độ bây,1,0,0,0,0
3329,cho ceo : 33,1,1,0,0,0
3330,thằng chó ngọc bưng nồi cơm khóc bịnh viện ung bướu hít thở khí nhiễm !,3,0,0,3,0
3331,nhìn bút hén,1,1,0,0,0
3332,có gay inbox đi,2,2,0,0,0
3333,"nghĩ sặc khoai chết thì hợp lý , tổ bọn nó",3,3,0,0,0
3334, diễm hehe,1,0,0,0,0
3335,bắn chet moe rọi béo,2,0,0,0,0
3336,quyên phạm me : ) ) ),2,0,0,0,0
3337,già dơ,3,3,0,0,0
3338,trần thị ngọc anh thực hư đừng cào phím.còn comment vui thôi.động mồ mả dựng lông thế .,2,0,0,0,0
3339,đey 🤪,1,1,0,0,0
3340,trang chủ tịch đã thích hình ảnh của độ : ) ),1,0,0,0,0
3341,camera sắc nét thầy : ) ),1,1,0,0,0
3342,chửi chó mọc ngà mọc cu,0,0,0,0,0
3343,ncc,2,2,0,0,0
3344,tao vui chết ! nghe sướng lỗ tai,1,0,0,0,0
3345,đơm chết mẹ liền : ) ),3,0,0,0,0
3346,thời trang đéo gì .,3,3,0,0,0
3347,mọi 1 chút thời gian nguyên góp 1 ảnh đại diện hông : ) ),1,1,0,0,0
3348,rambo giết gh jjleo= ) ) ) thoả mãn vờ cờ lờ,2,0,0,0,0
3349,hau nguyen rảnh lồn hả nội,3,0,0,0,0
3350,anh đẹp trai : ) ),1,0,0,0,0
3351,cả thưởng ngư,1,1,0,0,0
3352,xạo lồng mầy,2,0,0,0,0
3353,hoan ho . sao cai cad . ung ho ma,1,1,0,0,0
3354,đi mấy thuyết phục,1,1,0,0,0
3355,nguyễn trọng thái ta đợi đợi lồn không . hay đợi thiệp hồng,1,1,0,0,0
3356,thầy live thầy,1,0,0,0,0
3357,còn samsung đòi 700 kỹ sư ly suy óc chó tồn hàn,3,0,0,3,0
3358,dân gian ta gọi mặt dầy,3,3,0,0,0
3359,"page thối nát ..: ) ) lợn rống .. có giỏi mạng , tao theo ..: ) )",3,3,0,0,0
3360,"dân nợ , lãnh đạo ? nên vay lún ?",2,2,0,0,2
3361,mh đẹp hú hồn hà,1,0,0,0,0
3362,beautiful : ) ),0,0,0,0,0
3363,tết nhạt đi . chỉ ta đứa trẻ = ) ) ) .,1,1,0,0,0
3364,cái hạ đẳng : ) ),3,3,0,0,0
3365,bóng đá - “ rạp xiếc ” .,0,0,0,0,0
3366,trần nhật hoài,1,0,0,0,0
3367,trần quốc việt yêu dẹp,1,0,0,0,0
3368,nguyễn thành nam vl tưởng,2,0,0,0,0
3369,cc thầy eie,3,0,0,0,0
3370,h ngưa niê kdăm link,1,0,0,0,0
3371,bác nại đục béo cò,2,2,0,0,0
3372,thầy tui,1,1,0,0,0
3373,toàn tào lao,1,1,0,0,0
3374,trần diên dưỡng ghế liên hệ thần lừa,1,0,0,0,0
3375,lại đéo cayy đi,0,0,0,0,0
3376,lấy búa liềm trung quốc treo,0,0,0,0,0
3377,uầy cưng phán vãi lồn = ) ) ),2,2,0,0,0
3378,phim dở vãi lồn,0,2,0,0,0
3379,phuk mụ tiến trưởng ban trăm sóc sức khoẻ cán bộ . ahihi,3,0,0,0,0
3380,thuỳ trang 15s tắt mẹ nhạc nhẽo,2,3,0,0,0
3381,địt mẹ vtv mặt trời,0,2,0,0,0
3382,như lồn,2,0,0,0,0
3383,sao nhập ghi vậy thầy . không,1,0,0,0,0
3384,hello mình hiểu than mến,1,0,0,0,0
3385,nguyễn đức thắngg hơi hmm,1,0,0,0,0
3386,chị chan mặc bikini ngon vãi lồn = ) ) ) ) ),2,0,0,0,0
3387,giỏi,0,0,0,0,0
3388,biết bao nhiêu $ được .. hối lộ cứt à .. khj hồi vốn chứ .. ta dân mà ..,2,3,0,0,0
3389,bảo hiểm đéo chả nộp tai nạn toán bóp tít ngu,0,3,0,0,0
3390,sói said : già đánh trượt phát lào lỗi,2,0,0,0,0
3391,ở toàn chó hùa hùng bàn phím ko...sao giỏi đứng mặt tụi chửi đi ... núp lồn chửi ... éo nhục !,3,3,0,0,0
3392,vl,2,0,0,0,0
3393,anh ước gái đi vụ quân,1,0,0,0,0
3394,thêm carô chán,1,1,0,0,0
3395,"cảm ngột ngạt rừng ở , đấy khí lành tha hồ tận hưởng .",1,0,0,0,0
3396,giống quy nhơn,1,0,0,0,0
3397,ai bậy bạ ông trần dan bây stop tiep tục dắt diều that gian ác,1,0,0,0,0
3398,nh đời đéo,0,0,0,0,0
3399,con me gia mat day vo van hoa,3,0,0,0,0
3400,thành tham gia giải bóng đá tộc mũ cối dép râu kia vĩ tuyến rồi .,0,3,0,3,0
3401,sán dây tuyên giáo,0,3,0,0,0
3402,minh tuấn tổ sư màiiii,2,0,0,0,0
3403,vâng anhhhh,1,0,0,0,0
3404,"học trường thầy , giáo dạy lắm yêu tổ quốc , yêu đồng bào yêu hcm dạy yêu thân , gia đình ba , mẹ yêu chi xôi chết mẹ mẹ nhồi yêu nước , yêu hcm ? sao yêu gũi ?",0,0,0,3,3
3405,"đm . dn đóng thuế nghìn tỉ . thế nghĩa dn phép bố xạo à ? mà tiền thuế đâu ? cướp chắc . do tiêu dùng , sai đẩy tiêu tù .",2,3,0,0,0
3406,"phạm tuong dưng lôi tao , dòng đỗn lì , khịa tao mày ngứa",3,0,0,0,0
3407,xạo lồn mẹ,3,0,0,0,0
3408,"thế thằng miền bắc trung quốc chiếm giùm , mai mốt lại .",0,0,0,2,0
3409,link facebook trần văn xuân nè,1,1,0,0,0
3410,xem hình cảnh giác,0,0,0,0,0
3411,dell kiểu,2,2,0,0,0
3412,cố làm to rồi lúc về hưu có những xung quanh : ) ),1,0,0,0,0
3413,"nhà mặt tiền l * n , mặt lồn",0,0,0,0,0
3414,nói chụp mũ nhồi : ( (,1,1,0,0,0
3415,lúc chẳng hô hào học tập gương đạo đức hồ chí minh ..... thực tế toàn ngược lại .,0,2,0,0,0
3416,phạm đức anh cười,1,0,0,0,0
3417,con dập dá dầu não,3,0,0,0,0
3418,loại thả khu bảo tồn thiên nhiên loài việt nam ta loài vời hắn đâu,3,0,0,0,0
3419,ông trần dần quad,1,0,0,0,0
3420,lew lew,0,0,0,0,0
3421,ưiiiiiii .,1,0,0,0,0
3422,thầy đẹp trai phong độ mày : v .,0,0,0,0,0
3423,đây thầy giáo ba . đẹp trai vl . ý tao thằng góc,1,2,0,0,0
3424,"lâm nhi việt nam tư thôi , mấy thằng lãnh đạo giàu 3 nứt vách tiểu bá tước dân đen",3,3,0,0,3
3425,hình như thiếu 4x,1,1,0,0,0
3426,hành hạ thầy vật đánh sela oiii : < <,1,1,0,0,0
3427,nguyễn nghĩa mi mô nứng,3,0,0,0,0
3428,hải yến câu ( đéo bắt ),3,0,0,0,0
3429,"hoc cặc gi` nua ~ , ve san voi ma` kiem an = ] ] z",2,2,0,0,0
3430,"cô chở vàng mỹ : ) ) hư cấu vl , mày ký 30/4 đi",3,0,0,0,0
3431,theo các bạn xử lý đây ?,1,1,0,0,0
3432,đi kiếm linh đỏ sẫm đánh chết mẹ đi um ho,2,0,0,0,0
3433,"vnch thất thủ , bao tướng lĩnh tuẫn tiết danh dự đất ! đấy chả thằng mã mẹ khí tiết thế ... toàn lũ vịn quốc vinh thân ! bưng bô giặc mặc dân tộc lầm than .",3,3,0,0,0
3434,hoàng thịnh đây🤧,1,0,0,0,0
3435,gia cát lồn = ) ) ) ) ),3,0,0,0,0
3436,khi buồn đi nghĩa vụ đéo,0,0,0,0,0
3437,địt mẹ tao buồn vãi lồn : ) ),2,0,0,0,0
3438,"trinh thu . mỹ ác tàu , lẽ lịch sử phủ mỹ .... gian tiếp trực tiếp trung quốc ...",1,0,0,3,0
3439,lại chuẩn hí,1,1,0,0,0
3440,nghe giọng nứng,2,2,0,0,0
3441,đéo kiểu : ) ) ) sờ tai cặc,2,3,0,0,0
3442,chua bao rẽ bây giờ ...!!,1,1,0,0,0
